0.6,100,820,124,0.497611,0.04
0.6,73.1698,400,50,0.497113,0.00634162
0.6,382.131,475.557,85.1089,0.498486,0.005
0.6,559.622,761.104,129.86,0.497377,0.00557019
0.6,657.925,1048.85,172.787,0.496977,0.00544963
0.6,757.702,1171.57,200.089,0.4968,0.00583653
0.6,795.481,1276.5,233.773,0.496986,0.00567886
0.6,825.307,1288.14,266.276,0.496743,0.00565258
0.6,837.373,1265.54,281.855,0.496698,0.00590706
0.6,822.68,1247.83,312.192,0.496929,0.00583901
0.6,801.494,1219.02,329.261,0.496879,0.00583707
0.6,784.69,1168.64,355.589,0.496885,0.0056271
0.6,774.946,1094.45,377.88,0.497024,0.00548825
0.6,755.22,1033.26,396.782,0.497047,0.00539107
100,730.513,984.36,418.861,0.496988,0.00526414
0.1,1938.72,1973.75,6806.46,0.497008,0.00516601
0.2,130.639,400,50,0.497761,0.005
0.3,402.248,523.613,71.0281,0.496549,0.00586095
0.45,517.393,821.573,124.781,0.496624,0.00565861
0.6,695.163,1084.01,187.008,0.497001,0.00585603
0.75,825.307,1288.14,266.276,0.496743,0.00565258
0.9,935.785,1431.05,346.469,0.497041,0.00570633
1.05,1002.48,1580.03,439.189,0.497067,0.00562204
1.2,1073.78,1673.15,534.676,0.497096,0.00548385
1.35,1144.09,1731,632.743,0.497127,0.00534872
1.5,1193.69,1794.03,723.707,0.497068,0.00536943
1.65,1241.72,1834.41,824.205,0.497123,0.00531801
1.8,1268.52,1896.15,925.386,0.497139,0.00529821
1.95,1306.08,1923.42,1018.72,0.497148,0.00533966
2.1,1346.3,1934.63,1118.84,0.497159,0.00527183
2.25,1386.85,1932.61,1215.98,0.497149,0.00523759
0.6,1422.97,1932.55,1314.72,0.497157,0.00520757
0.6,41.4046,400,50,0.495,0.0607355
0.6,382.131,475.558,85.1088,0.498486,0.005
0.6,559.622,761.105,129.86,0.497377,0.00557019
0.6,657.926,1048.85,172.787,0.496977,0.00544963
0.6,757.702,1171.57,200.089,0.4968,0.00583653
0.6,795.481,1276.5,233.773,0.496986,0.00567886
0.6,825.307,1288.14,266.276,0.496743,0.00565258
0.6,837.373,1265.54,281.855,0.496698,0.00590706
0.6,822.68,1247.83,312.192,0.496929,0.00583901
0.6,801.494,1219.02,329.261,0.496879,0.00583707
0.6,784.69,1168.64,355.589,0.496885,0.0056271
0.6,774.946,1094.45,377.88,0.497024,0.00548825
0.6,755.22,1033.26,396.782,0.497047,0.00539107
