0.1,0.0360838,313853
0.2,0.0397675,572301
0.3,0.0422619,758840
0.45,0.0451183,955466
0.6,0.047256,1.0926e+06
0.75,0.0491455,1.19329e+06
0.9,0.0507312,1.26934e+06
1.05,0.0521209,1.32952e+06
1.2,0.0533695,1.37837e+06
1.35,0.0544885,1.41832e+06
1.5,0.0555055,1.45121e+06
1.65,0.0564946,1.4791e+06
1.8,0.0574294,1.5032e+06
1.95,0.0582594,1.52424e+06
2.1,0.0590686,1.54214e+06
2.25,0.0598501,1.55858e+06
