550367,1686
550369,55804
550375,38029
550412,35104
550417,30451
550424,3569
550425,28774
550439,12232
550630,5551
550632,8394
550634,19952
550653,7680
550654,70858
550690,33669
550691,20026
550707,32510
550711,36333
550728,27517
550731,111990
550742,6446
550756,28226
550760,11851
550774,35633
550778,34595
550781,24575
550784,2809
550819,60732
550824,81959
550843,44568
550848,24276
550852,67399
550858,9795
550889,41375
550916,28678
550997,19497
551005,12544
551007,2220
551008,16781
551013,23366
551023,42359
551027,5092
551066,141108
551083,165858
551105,11681
551107,17208
551122,44172
551127,133556
551149,71601
551219,1481
551221,94929
551229,2345
551230,4938
551232,51368
551255,5878
551257,24929
551260,150398
551272,1346
551290,58371
551296,11268
551365,88077
551387,11121
551389,12127
551391,4994
551392,10661
551394,39314
551398,84785
551418,110294
551427,41852
551463,48046
551468,125575
551498,62493
551504,14925
551759,50322
551760,55660
551761,22802
551780,73494
551843,38651
551856,7613
551874,13153
551875,40232
551877,104544
551889,62284
551890,46974
551894,5781
551921,13182
551922,15634
551923,15043
551924,18701
551925,13831
551926,40028
551931,17216
551943,171503
551958,85339
551977,15997
551979,16419
551982,15358
551983,29115
551989,17424
551992,7539
551993,10856
551997,54202
552005,11273
552029,23407
552080,62978
552102,8021
552103,23089
552138,12564
552139,22224
552140,13922
552141,12737
552142,9702
552156,14720
552176,64255
552177,68374
552178,39090
552179,2624
552197,13513
552198,11528
552200,122370
552201,22300
552203,23712
552204,26232
552205,26384
552206,16050
552283,20905
552285,117706
552304,140082
552340,74308
552341,90937
552353,64498
552369,21059
552381,122530
552382,21448
552383,2661
552384,77044
552400,31150
552401,72260
552402,56759
552403,96129
553185,20940
553187,13907
553188,17183
553189,37847
553193,68326
553219,75714
553225,127907
553250,21320
553253,15852
553255,19306
553274,22871
553294,2577
553297,14605
553299,83770
553305,136562
553486,13617
553512,35698
553530,78157
553536,79453
553555,242822
553588,9314
553590,52662
553610,33666
553633,76499
553655,124810
553660,16213
553663,78445
553700,9641
553702,159278
553739,34981
553756,11798
553785,122434
553807,111416
553816,17504
553819,11151
553821,18091
553824,3952
553825,20085
553844,66440
553862,58835
553880,47195
553903,2034
554092,3266
554094,2575
554095,3054
554097,1010
554098,22125
554194,44675
554198,29320
554201,10004
554203,39540
554207,1860
554208,67379
554223,203356
554247,171813
554261,24887
554293,2981
554295,107505
554316,78120
554322,11554
554323,24448
554354,192807
554394,91707
554404,39756
554408,57103
554413,7717
554427,26270
554462,112500
554471,12604
554494,51856
554495,112111
554504,35295
554507,7115
554524,7375
554526,140084
554538,55765
554558,57343
554564,60888
554569,70689
554588,15090
554603,111272
554613,12158
554615,69373
554633,55177
554701,5946
554703,166086
554714,28848
554728,41991
554732,17428
554736,5863
554752,26956
554768,32949
554772,13971
554774,6151
554791,44821
554808,178626
554835,11243
554837,173864
554873,85327
554880,31503
554898,146219
554920,168767
554968,19013
554970,26275
554973,112159
554998,105893
555020,67954
555022,53269
555023,64528
555047,1670
555071,45124
555073,9827
555121,30497
555122,8597
555124,130969
555150,10053
555152,21046
555156,48164
555160,69458
555166,15921
555172,35552
555187,35435
555202,69286
555208,61211
555226,79662
555232,128508
555254,63442
555259,117820
555267,29643
555270,9182
555308,163082
555344,8145
555345,195343
555370,46015
555374,136419
555398,161566
555401,4657
555408,38438
555411,11437
555431,52820
555435,39714
555443,97641
555451,14663
555476,4957
555478,44435
555482,131470
555504,140324
555540,21981
555543,16506
555546,140634
555575,3266
555591,43182
555596,45168
555612,97605
555649,2986
555651,194850
555676,44131
555693,3009
555695,141712
555705,20611
555707,14968
555722,9114
555723,14629
555740,6615
555742,14830
555759,10721
555761,7862
555763,164284
555789,2732
555790,119240
555798,13554
555801,40924
555850,17768
555853,30675
555860,100620
555881,7429
555883,40625
555900,30559
555917,36532
555933,131937
555958,3610
555960,28358
555965,10804
555967,73969
555976,4479
556152,92537
556160,43731
556164,26308
556182,104773
556210,90451
556218,81394
556237,139041
556248,32989
556269,15530
556284,63517
556370,12215
556372,67766
556412,176173
556437,24508
556454,69501
556461,91847
556482,24956
556485,59840
556491,79539
556497,9254
556517,176994
556542,43771
556562,122667
556639,4582
556640,6456
556641,24596
556662,11025
556664,183983
556680,85939
556716,47094
556734,75352
556741,70918
556767,148625
556816,71897
556834,172941
556872,32983
556889,42559
556907,18690
556909,22605
556913,83664
556923,23325
556939,53861
556954,39606
556958,120462
556979,7562
556981,37608
556997,68508
557012,72906
557019,15627
557021,51082
557026,7598
557074,38193
557104,89080
557112,71864
557118,3394
557119,17430
557138,134333
557149,36945
557226,20408
557233,59064
557251,89805
557271,50924
557291,89468
557299,90743
557321,6489
557336,29403
557339,130511
557350,25104
557374,10198
557415,126112
557425,61979
557444,1341
557481,2822
557482,134800
557509,62479
557531,55710
557547,128317
557613,165343
557659,88106
557681,99145
557691,47106
557717,62586
557723,16694
557726,16398
557744,74771
557749,11961
557862,16812
557876,17214
557897,12134
557913,5924
557926,60061
558122,7616
558124,15031
558126,9370
558150,33774
558153,11177
558155,53828
558179,14366
558182,147014
558215,7188
558217,38116
558221,140325
558244,28787
558247,161593
558273,2633
558275,107733
558284,7384
558288,9094
558291,28926
558327,5330
558329,5437
558330,144862
558354,35617
558369,29308
558387,29262
558390,67914
558406,20296
558409,10518
558410,2756
558422,126616
558433,24878
558437,5348
558449,233850
558482,174256
558535,10231
558551,61258
558602,10332
558604,18304
558606,129935
558615,8732
558627,74311
558633,108645
558656,39617
558676,64722
558685,17287
558726,59890
558744,63732
558750,10684
558752,16470
558757,97106
558783,45348
558801,52534
