523142,51875
523148,31159
523182,59953
523186,169891
523298,22510
523306,23439
523308,82280
523309,89144
523677,350746
523728,34894
523731,281610
523779,17770
523783,61360
523786,69630
523788,33881
523789,35184
523792,62322
523797,40513
523821,23260
526465,24428
526466,10616
526467,57569
526468,7087
526486,318540
526505,191892
526512,151663
526525,187975
526526,108514
526528,46809
526559,61116
526596,129510
526606,135067
526612,127374
526639,373321
526641,212910
526643,130627
526647,124281
526649,50858
526713,391091
526714,18002
526715,21539
526716,19829
526719,139948
526720,12731
526776,153535
526860,57535
526865,128597
526886,406735
526938,119152
526963,15501
526964,256519
526966,25814
526967,485771
526968,247070
527015,31344
527016,195589
527028,178149
527031,30274
527033,30949
527034,169447
527038,192717
527039,179699
527041,694784
527057,381808
527076,69580
527108,7585
527109,343162
527228,460827
527237,211939
527240,234023
527259,7895
527260,95385
527261,22075
527262,14862
527345,9970
527347,9381
527349,22606
527446,710301
527518,132423
527523,756658
527690,538267
527694,229442
527731,200444
527734,286953
527736,264044
527821,120785
527825,280315
527826,510766
527828,158430
527848,48157
527850,234912
527852,307820
527863,403548
527864,42511
527865,89783
527869,148956
527871,278212
527895,370481
527898,114362
527899,316741
527902,201130
527963,37905
527976,533057
527978,91327
527979,213610
528021,42257
528026,52680
528036,442567
528093,18158
528094,21761
528097,9743
528105,59577
528107,395998
528109,60868
528110,41316
528231,23929
528232,593268
528233,176114
528263,175078
528266,79848
528292,221154
528294,91027
528316,84723
528319,162988
528328,134186
528329,90642
528330,11996
528332,361375
528336,68545
528347,482712
528359,173968
528379,206391
528381,159340
528529,4147
528602,7147
528604,340514
528617,522700
528781,15167
528782,18558
528783,11276
528784,345511
528798,126498
528801,181725
529077,21486
529078,376943
529084,50336
529088,106537
529115,653040
529116,100724
529117,284796
529128,12342
529129,302468
529208,40693
529209,553174
529210,28178
529211,468478
529235,47777
529237,210187
529242,53853
529248,422441
529252,174655
529270,469142
529306,83804
529317,162897
529320,110873
529324,168460
529338,447760
529341,145314
529450,33712
529452,111503
529454,113238
529458,263249
529460,146706
529461,21948
529462,396438
529542,38246
529552,118512
529554,41801
529662,63645
529663,660749
529664,309509
529674,46051
529675,436331
529690,135885
529691,311444
