523142,1625624
523148,804128
523182,1612144
523186,4917654
523298,723319
523306,585402
523308,3104873
523309,10541718
523397,1921144
523399,5436515
523401,3804957
523441,5621778
523541,4321192
523559,7368569
523669,4045446
523671,1867633
523677,13023596
523728,1060553
523731,10369167
523779,530490
523783,1974328
523786,1956485
523788,1005041
523789,993112
523792,2027025
523797,1136636
523821,866381
526463,231247
526465,523848
526466,216602
526467,1316519
526468,160260
526486,9232308
526505,6664953
526512,20058678
526525,6070471
526526,3762967
526528,17299056
526559,11852420
526596,15372510
526606,2683262
526612,5562269
526639,12710323
526641,5948977
526643,4808995
526647,3750182
526649,1054166
526713,12171410
526714,474587
526715,563804
526716,348213
526719,3729206
526720,388115
526776,5006197
526860,1508305
526865,6103374
526886,14379308
526938,3686311
526963,462284
526964,8712318
526966,535180
526967,16447570
526968,7272398
527015,864120
527016,5718740
527028,3817994
527031,587194
527033,593713
527034,3740152
527038,4071415
527039,3643676
527041,16012635
527057,9116448
527076,1847771
527108,365244
527109,11173142
527228,18593476
527237,6626734
527240,6848560
527259,169640
527260,2956781
527261,596291
527262,397961
527345,212117
527347,243564
527349,674985
527446,27181501
527518,4152703
527523,25807600
527690,17727094
527694,6030025
527731,4277088
527734,8765534
527736,7183150
527821,3807386
527825,8913626
527826,17824934
527828,4814855
527848,1445620
527850,7635836
527852,9448313
527863,15869129
527864,1115865
527865,2367206
527869,4407818
527871,10134669
527895,12272836
527898,3320200
527899,10538974
527902,6290608
527963,910772
527976,20467431
527978,2773736
527979,6371043
528021,861959
528026,1083826
528036,14426078
528093,245744
528094,592978
528097,252136
528105,1865360
528107,14152761
528109,1581368
528110,1159426
528231,667995
528232,28242250
528233,6300089
528263,6233803
528266,3225459
528292,7464411
528294,2656056
528316,2609098
528319,5572395
528328,4050948
528329,2767197
528330,307961
528332,12733891
528336,2007774
528347,19551699
528359,5468276
528379,7225957
528381,4862004
528386,3471756
528448,5498881
528451,1511982
528461,7520050
528463,5948858
528529,128692
528530,148023
528531,7177431
528534,7029777
528537,1182979
528543,1380974
528602,196109
528604,10781621
528617,18176629
528781,465283
528782,458413
528783,284351
528784,10428348
528798,3460889
528801,5512264
529077,469640
529078,11159480
529084,1165212
529088,2643199
529115,27745065
529116,2865959
529117,8305697
529128,330225
529129,9012989
529208,758652
529209,12030243
529210,558147
529211,10964565
529235,645585
529237,4438415
529242,1016351
529248,9126119
529252,3672574
529270,15335520
529306,2290412
529317,4748103
529320,2996294
529324,5392812
529338,17045909
529341,4501049
529450,892168
529452,2964587
529454,3187328
529458,7854930
529460,3992280
529461,567449
529462,11921887
529542,1257449
529552,3573117
529554,1127516
529662,1621375
529663,26005595
529664,13605302
529674,1880542
529675,18901300
529690,4627495
529691,11615427
