535069,5879
535084,2820
535085,2946
535087,3453
535345,10109
535365,4351
535475,1191
535476,2115
535478,13891
535479,2290
535480,4961
535514,762
535517,4310
535525,5879
535526,28962
535545,34885
535563,2523
535566,9499
535613,14351
535621,29953
535623,14018
535624,10397
535627,27317
535644,19182
535645,103487
535711,11679
535716,17589
535721,3561
535722,36893
535725,3871
535941,42206
535964,31600
535966,21433
535983,94842
535999,226672
536020,155290
536025,102606
536055,142305
536106,185970
536108,28809
536176,159909
536199,123536
536235,11740
536236,21787
536237,22916
536238,103292
536239,49596
536255,6276
536257,987
536261,704
536262,1375
536338,2791
536339,4540
536340,1273
536343,5888
536344,451
536346,1348
536370,593
536401,9618
536402,12235
536403,12507
536416,35817
536487,28591
536488,3485
536489,41497
536545,15981
536547,28155
536548,38303
536606,6206
536607,5088
536608,5176
536609,84664
536610,13232
536611,13795
536612,30403
536613,30648
536663,46377
536683,65277
536685,16195
536757,67763
536762,34547
536774,86114
536790,57942
536822,156504
536839,156158
536842,30025
536843,59456
536848,230033
536898,178189
536899,29313
536906,34477
536908,59232
536957,61981
536968,35160
536969,297160
536971,63653
537274,34871
537276,22286
537397,7903
537401,46132
537411,67264
537425,180913
537426,111063
537447,25014
537448,80533
537449,9626
537464,177117
537465,49298
537466,34211
537480,46546
537504,165320
537505,24229
537509,63816
537511,72006
537531,92909
537546,30531
537547,225413
537549,140763
537551,15249
537553,115961
537594,100205
537602,106696
537605,5732
537622,23265
537623,26308
537632,68141
537636,116205
537645,81239
537658,41656
537659,220557
537660,97559
537661,14335
537734,16188
537736,138091
537739,98535
537740,67146
537769,13243
537770,168855
537822,65545
537825,29662
537826,181688
537827,67254
537829,16790
537836,59317
537853,142935
537855,84459
537861,40312
537864,2412
537865,4057
537867,4833
537870,18453
537893,71930
537897,45076
537899,83737
537900,39597
537901,45253
537903,131416
537912,4507
537959,45607
537960,157728
537963,245624
537965,55764
538018,156668
538923,258
538931,339
538932,280
538933,184
538956,178
538958,241
538960,769
538961,245
538964,7512
538966,2283
538967,3870
538968,5403
538970,3569
539008,17874
539058,3094
539071,20650
539086,21485
539087,5636
539088,17210
539089,7620
539107,25821
539108,82452
539129,45247
539130,41318
539132,14300
539133,30501
539218,343
539219,505
539220,5952
539221,343
539222,2643
539226,1594
539227,1843
539267,1312
539268,3177
539269,552
539270,787
539271,299
539272,490
539273,10358
539314,25781
539315,8558
539316,5195
539317,4996
539331,18474
539332,6901
539333,18721
539339,60388
539443,18869
539444,46670
539445,226380
539466,97274
539480,18420
539481,65316
539482,8013
539483,347521
539501,314973
539517,18513
539531,22597
539556,532134
539557,26611
539580,105988
539622,2710
539623,50696
539636,26913
539637,25053
539638,184684
539644,63169
539646,8930
539647,38880
539649,914623
539700,48212
539873,7422
539874,100028
539875,26057
539876,7961
539877,5320
539882,129040
539883,84910
539884,20024
539906,109902
539908,375126
