1,0.0025,0.0025,86177,2475
1,0.0025,0.005,150267,4324
1,0.0025,0.0075,191866,5637
1,0.0025,0.01,217278,6581
1,0.0025,0.0125,233282,7242
1,0.0025,0.015,243544,7667
1,0.0025,0.0175,250578,8017
1,0.0025,0.02,255465,8258
1,0.0025,0.0225,258894,8434
1,0.0025,0.025,261363,8566
1,0.0025,0.0275,263282,8660
1,0.005,0.0025,218581,6811
1,0.005,0.005,385276,12176
1,0.005,0.0075,494029,16241
1,0.005,0.01,562477,19049
1,0.005,0.0125,605730,20964
1,0.005,0.015,633644,22289
1,0.005,0.0175,652201,23371
1,0.005,0.02,664948,24068
1,0.005,0.0225,673846,24639
1,0.005,0.025,680371,25051
1,0.005,0.0275,685276,25358
1,0.0075,0.0025,317213,10755
1,0.0075,0.005,560515,19344
1,0.0075,0.0075,720858,25789
1,0.0075,0.01,821926,30332
1,0.0075,0.0125,886031,33506
1,0.0075,0.015,927309,35801
1,0.0075,0.0175,955286,37474
1,0.0075,0.02,974336,38628
1,0.0075,0.0225,987565,39553
1,0.0075,0.025,997305,40293
1,0.0075,0.0275,1.00459e+06,40853
1,0.01,0.0025,380054,13763
1,0.01,0.005,672890,24784
1,0.01,0.0075,866961,33146
1,0.01,0.01,989596,39072
1,0.01,0.0125,1.06718e+06,43304
1,0.01,0.015,1.11736e+06,46334
1,0.01,0.0175,1.15076e+06,48560
1,0.01,0.02,1.17398e+06,50233
1,0.01,0.0225,1.19005e+06,51493
1,0.01,0.025,1.2016e+06,52544
1,0.01,0.0275,1.21033e+06,53301
1,0.0125,0.0025,419782,15875
1,0.0125,0.005,743638,28874
1,0.0125,0.0075,958911,38662
1,0.0125,0.01,1.09544e+06,45630
1,0.0125,0.0125,1.18162e+06,50649
1,0.0125,0.015,1.23727e+06,54339
1,0.0125,0.0175,1.27414e+06,57034
1,0.0125,0.02,1.29935e+06,59130
1,0.0125,0.0225,1.3169e+06,60698
1,0.0125,0.025,1.32954e+06,61943
1,0.0125,0.0275,1.33888e+06,62848
1,0.015,0.0025,445458,17502
1,0.015,0.005,789162,31925
1,0.015,0.0075,1.01816e+06,42723
1,0.015,0.01,1.16341e+06,50686
1,0.015,0.0125,1.25472e+06,56397
1,0.015,0.015,1.31385e+06,60618
1,0.015,0.0175,1.35281e+06,63718
1,0.015,0.02,1.37922e+06,66075
1,0.015,0.0225,1.39774e+06,67927
1,0.015,0.025,1.41097e+06,69336
1,0.015,0.0275,1.42064e+06,70470
1,0.0175,0.0025,462600,18749
1,0.0175,0.005,819470,34225
1,0.0175,0.0075,1.05783e+06,45996
1,0.0175,0.01,1.20858e+06,54611
1,0.0175,0.0125,1.30334e+06,60819
1,0.0175,0.015,1.36454e+06,65476
1,0.0175,0.0175,1.4045e+06,69006
1,0.0175,0.02,1.43178e+06,71647
1,0.0175,0.0225,1.45072e+06,73702
1,0.0175,0.025,1.46411e+06,75300
1,0.0175,0.0275,1.4741e+06,76523
1,0.02,0.0025,474223,19758
1,0.02,0.005,840433,36083
1,0.02,0.0075,1.08497e+06,48576
1,0.02,0.01,1.23938e+06,57791
1,0.02,0.0125,1.33655e+06,64515
1,0.02,0.015,1.39876e+06,69554
1,0.02,0.0175,1.43952e+06,73371
1,0.02,0.02,1.46749e+06,76269
1,0.02,0.0225,1.48663e+06,78512
1,0.02,0.025,1.5003e+06,80255
1,0.02,0.0275,1.51019e+06,81618
1,0.0225,0.0025,482409,20592
1,0.0225,0.005,855232,37610
1,0.0225,0.0075,1.10428e+06,50774
1,0.0225,0.01,1.26117e+06,60431
1,0.0225,0.0125,1.35971e+06,67651
1,0.0225,0.015,1.42284e+06,73057
1,0.0225,0.0175,1.46424e+06,77141
1,0.0225,0.02,1.49249e+06,80254
1,0.0225,0.0225,1.51165e+06,82745
1,0.0225,0.025,1.52554e+06,84676
1,0.0225,0.0275,1.53537e+06,86188
1,0.025,0.0025,488496,21281
1,0.025,0.005,866127,38928
1,0.025,0.0075,1.11829e+06,52640
1,0.025,0.01,1.27699e+06,62757
1,0.025,0.0125,1.37658e+06,70399
1,0.025,0.015,1.44036e+06,76038
1,0.025,0.0175,1.48224e+06,80419
1,0.025,0.02,1.51054e+06,83756
1,0.025,0.0225,1.52987e+06,86390
1,0.025,0.025,1.54348e+06,88507
1,0.025,0.0275,1.55334e+06,90258
1,0.0275,0.0025,493069,21852
1,0.0275,0.005,874277,40089
1,0.0275,0.0075,1.12879e+06,54316
1,0.0275,0.01,1.28875e+06,64881
1,0.0275,0.0125,1.38915e+06,72844
1,0.0275,0.015,1.45328e+06,78886
1,0.0275,0.0175,1.4954e+06,83447
1,0.0275,0.02,1.52377e+06,87033
1,0.0275,0.0225,1.54294e+06,89815
1,0.0275,0.025,1.55659e+06,92128
1,0.0275,0.0275,1.5665e+06,94000
